text,label
🚨🚨 ALERT: class is suspended until further notice. Tell everyone ASAP! 🚨🚨 Do not ignore this message.,0
*Forwarded as received* college will not happen tomorrow. Reliable source confirmed. Received from department WhatsApp group.,0
Students of third year are reminded that result declaration is compulsory. Contact the office for any clarifications. — Principal's Office,1
Students of final year are reminded that industrial visit is compulsory. Contact the office for any clarifications. — Department of Information Technology,1
VIRAL: sports day delayed indefinitely - government trying to hide this. Share before its deleted! Received from department WhatsApp group.,0
The Department of Information Technology hereby informs students that library book submission is scheduled on 15th May 2026 in Room 204. Be present on time.,1
Shocking revelation: exam is a complete fraud. Share this viral truth immediately! Received from department WhatsApp group.,0
Hidden truth revealed: convocation is not what they tell you. Spread awareness now! Received from department WhatsApp group.,0
"Dear Students, The practical examination scheduled for Tuesday 9AM will be held as per the original timetable in Seminar Hall. — Dr. Mehta, Dean Academic Affairs",1
Message from reliable source: college cancelled without prior notice. Tell everyone. Please verify and share.,0
Official communication: sports meet result will be declared on 25th May 2026. Check the official website for updates. — Academic Section,1
🚨🚨 ALERT: fest is suspended until further notice. Tell everyone ASAP! 🚨🚨 Please verify and share.,0
BREAKING: project submission postponed due to unexpected maintenance. Share with everyone immediately! Please verify and share.,0
Confirmed by insiders: project submission is rescheduled. The real reason will shock you! Do not ignore this message.,0
Update: alumni meet originally scheduled for 20th May 2026 stands confirmed. No changes have been made. — The Registrar,1
MUST SHARE!!! lab practical has been unexpectedly cancelled. All students must know NOW!!! Passed on from group admin.,0
Important: The venue for mid-semester examination has been changed to Room 204. All other details remain the same. — The Registrar,1
Alert from higher authorities: class banned with immediate effect. Share urgently! Do not ignore this message.,0
🚨🚨 ALERT: college is suspended until further notice. Tell everyone ASAP! 🚨🚨 Please verify and share.,0
URGENT!!! sports day has been CANCELLED immediately. Forward this to all students NOW!!! Please verify and share.,0
*Forwarded as received* project submission will not happen tomorrow. Reliable source confirmed. Please verify and share.,0
"Academic Notice: library book submission will be conducted online via the college portal on Tuesday 9AM. — Prof. Sharma, HOD Computer Science",1
Students are informed that alumni meet will commence from Tuesday 9AM as per the academic calendar. — The Examination Controller,1
"Important: The venue for library book submission has been changed to Room 204. All other details remain the same. — Dr. Mehta, Dean Academic Affairs",1
Breaking news: Secret information about exam - they don't want you to know this! Received from department WhatsApp group.,0
Academic Notice: seminar on cybersecurity will be conducted online via the college portal on Monday 10AM. — Principal's Office,1
URGENT!!! college has been CANCELLED immediately. Forward this to all students NOW!!! Do not ignore this message.,0
Important: The venue for mid-semester examination has been changed to Seminar Hall. All other details remain the same. — The Registrar,1
You won't believe this! exam has been delayed indefinitely. The truth is shocking! Passed on from group admin.,0
Confirmed by insiders: class is called off. The real reason will shock you! Do not ignore this message.,0
EXCLUSIVE LEAKED INFO: workshop is completely banned. Share before it gets deleted! Please verify and share.,0
"100% confirmed: university event merged with another event. Don't ignore this, forward to everyone now! Passed on from group admin.",0
Official communication: sports meet result will be declared on Friday 11AM. Check the official website for updates. — Student Affairs Office,1
Message from reliable source: sports day cancelled without prior notice. Tell everyone. Received from department WhatsApp group.,0
Academic Notice: scholarship application will be conducted online via the college portal on Monday 10AM. — Department of Information Technology,1
VIRAL: lab practical moved online - government trying to hide this. Share before its deleted! Do not ignore this message.,0
Message from reliable source: project submission cancelled without prior notice. Tell everyone. This is 100% real information.,0
Notice: The industrial visit has been rescheduled to Wednesday 2PM at 2:00 PM. Please check the official portal for details. — Student Affairs Office,1
The Examination Controller: The timetable for workshop on machine learning is now available on the college website. Check before Friday 11AM.,1
Department of Information Technology: The timetable for convocation ceremony is now available on the college website. Check before 25th May 2026.,1
Hidden truth revealed: result declaration is not what they tell you. Spread awareness now! Please verify and share.,0
Alert from higher authorities: exam delayed indefinitely with immediate effect. Share urgently! Please verify and share.,0
VIRAL: workshop called off - government trying to hide this. Share before its deleted! Do not ignore this message.,0
Students of third year are reminded that scholarship application is compulsory. Contact the office for any clarifications. — Student Affairs Office,1
URGENT!!! seminar has been CANCELLED immediately. Forward this to all students NOW!!! This is 100% real information.,0
URGENT!!! convocation has been CANCELLED immediately. Forward this to all students NOW!!! Please verify and share.,0
Academic Notice: library book submission will be conducted online via the college portal on 25th May 2026. — Department of Information Technology,1
"Dear Students, The mid-semester examination scheduled for 25th May 2026 will be held as per the original timetable in Computer Centre. — Prof. Sharma, HOD Computer Science",1
Notice from The Registrar: project viva registration is now open. Last date to apply is Monday 10AM.,1
Urgent warning: project submission is dangerous. Forward this to protect everyone you know. Received from department WhatsApp group.,0
WARNING: If you attend fest tomorrow you might administrative decision. Share to save people! Received from department WhatsApp group.,0
"Notice from Dr. Mehta, Dean Academic Affairs: fee payment registration is now open. Last date to apply is Monday 10AM.",1
Department of Information Technology: The timetable for alumni meet is now available on the college website. Check before 20th May 2026.,1
This is to inform all students that workshop on machine learning will take place on Friday 11AM as announced. Attendance is mandatory. — Principal's Office,1
"Dear Students, The practical examination scheduled for 25th May 2026 will be held as per the original timetable in Computer Centre. — The Examination Controller",1
Breaking news: Secret information about workshop - they don't want you to know this! Do not ignore this message.,0
Notice: The workshop on machine learning has been rescheduled to 25th May 2026 at 10:00 AM. Please check the official portal for details. — The Examination Controller,1
"Students of third year are reminded that result declaration is compulsory. Contact the office for any clarifications. — Dr. Mehta, Dean Academic Affairs",1
"Dear Students, The fee payment scheduled for Friday 11AM will be held as per the original timetable in Main Hall. — Principal's Office",1
You won't believe this! sports day has been suspended. The truth is shocking! Please verify and share.,0
*Forwarded as received* college will not happen tomorrow. Reliable source confirmed. Please verify and share.,0
Urgent warning: annual function is dangerous. Forward this to protect everyone you know. Do not ignore this message.,0
MUST SHARE!!! convocation has been unexpectedly delayed indefinitely. All students must know NOW!!! Received from department WhatsApp group.,0
Shocking revelation: exam is a complete fraud. Share this viral truth immediately! Received from department WhatsApp group.,0
Students are informed that industrial visit will commence from Monday 10AM as per the academic calendar. — Academic Section,1
Notice from Principal's Office: fee payment registration is now open. Last date to apply is 15th May 2026.,1
🚨🚨 ALERT: viva examination is suspended until further notice. Tell everyone ASAP! 🚨🚨 This is 100% real information.,0
This is to inform all students that practical examination will take place on 15th May 2026 as announced. Attendance is mandatory. — The Examination Controller,1
🚨🚨 ALERT: sports day is suspended until further notice. Tell everyone ASAP! 🚨🚨 Please verify and share.,0
Important: The venue for end-semester examination has been changed to Room 204. All other details remain the same. — The Registrar,1
The The Examination Controller hereby informs students that end-semester examination is scheduled on 1st June 2026 in Computer Centre. Be present on time.,1
Academic Notice: end-semester examination will be conducted online via the college portal on Monday 10AM. — Department of Information Technology,1
"Circular No. 101: result declaration will be held as per schedule on Monday 10AM. Carry your ID cards. — Prof. Sharma, HOD Computer Science",1
Update: alumni meet originally scheduled for Wednesday 2PM stands confirmed. No changes have been made. — Student Affairs Office,1
"Circular No. 305: result declaration will be held as per schedule on 1st June 2026. Carry your ID cards. — Prof. Sharma, HOD Computer Science",1
"Notice from Prof. Sharma, HOD Computer Science: practical examination registration is now open. Last date to apply is Wednesday 2PM.",1
"IMPORTANT MESSAGE: Due to water shortage, class is now banned. Share immediately! Do not ignore this message.",0
Students are informed that fee payment will commence from 15th May 2026 as per the academic calendar. — Department of Information Technology,1
Urgent warning: result declaration is dangerous. Forward this to protect everyone you know. Received from department WhatsApp group.,0
Urgent warning: project submission is dangerous. Forward this to protect everyone you know. Do not ignore this message.,0
Urgent warning: class is dangerous. Forward this to protect everyone you know. Passed on from group admin.,0
Breaking news: Secret information about annual function - they don't want you to know this! Do not ignore this message.,0
"IMPORTANT MESSAGE: Due to water shortage, college is now postponed. Share immediately! Please verify and share.",0
MUST SHARE!!! exam has been unexpectedly postponed. All students must know NOW!!! Passed on from group admin.,0
"Dear Students, The library book submission scheduled for 15th May 2026 will be held as per the original timetable in Examination Hall. — Department of Information Technology",1
Confirmed by insiders: seminar is rescheduled. The real reason will shock you! Received from department WhatsApp group.,0
Breaking news: Secret information about result declaration - they don't want you to know this! Passed on from group admin.,0
Don't attend viva examination! It has been merged with another event due to power failure. Spread the word! Received from department WhatsApp group.,0
Confirmed by insiders: fest is moved online. The real reason will shock you! Received from department WhatsApp group.,0
Important: The venue for end-semester examination has been changed to Seminar Hall. All other details remain the same. — Department of Information Technology,1
Notice from Student Affairs Office: mid-semester examination registration is now open. Last date to apply is 20th May 2026.,1
MUST SHARE!!! fest has been unexpectedly called off. All students must know NOW!!! This is 100% real information.,0
"The Prof. Sharma, HOD Computer Science hereby informs students that industrial visit is scheduled on Monday 10AM in Examination Hall. Be present on time.",1
URGENT!!! lab practical has been CANCELLED immediately. Forward this to all students NOW!!! Please verify and share.,0
Confirmed by insiders: fest is called off. The real reason will shock you! Do not ignore this message.,0
"Students are informed that sports meet will commence from Wednesday 2PM as per the academic calendar. — Dr. Mehta, Dean Academic Affairs",1
Update: alumni meet originally scheduled for 25th May 2026 stands confirmed. No changes have been made. — The Registrar,1
The Student Affairs Office hereby informs students that practical examination is scheduled on 20th May 2026 in Seminar Hall. Be present on time.,1
Students are informed that industrial visit will commence from Wednesday 2PM as per the academic calendar. — Principal's Office,1
Notice: The industrial visit has been rescheduled to 15th May 2026 at 11:00 AM. Please check the official portal for details. — Department of Information Technology,1
"Students of all are reminded that fee payment is compulsory. Contact the office for any clarifications. — Prof. Sharma, HOD Computer Science",1
Reminder: annual cultural fest registration deadline is Wednesday 2PM. Visit the administrative office for further queries. — Department of Information Technology,1
Official communication: project viva result will be declared on Wednesday 2PM. Check the official website for updates. — Academic Section,1
Hidden truth revealed: college is not what they tell you. Spread awareness now! Received from department WhatsApp group.,0
The The Examination Controller hereby informs students that library book submission is scheduled on 15th May 2026 in Auditorium A. Be present on time.,1
Department of Information Technology announces the commencement of scholarship application from Friday 11AM. All students are requested to prepare accordingly.,1
Important: The venue for convocation ceremony has been changed to Computer Centre. All other details remain the same. — Academic Section,1
🚨🚨 ALERT: seminar is suspended until further notice. Tell everyone ASAP! 🚨🚨 This is 100% real information.,0
VIRAL: lab practical postponed - government trying to hide this. Share before its deleted! Do not ignore this message.,0
Notice from Principal's Office: fee payment registration is now open. Last date to apply is Wednesday 2PM.,1
Important: The venue for library book submission has been changed to Room 204. All other details remain the same. — The Registrar,1
Notice from Student Affairs Office: sports meet registration is now open. Last date to apply is 25th May 2026.,1
Don't attend lab practical! It has been delayed indefinitely due to security concerns. Spread the word! Please verify and share.,0
Academic Notice: scholarship application will be conducted online via the college portal on Wednesday 2PM. — The Registrar,1
Circular No. 418: practical examination will be held as per schedule on 1st June 2026. Carry your ID cards. — Department of Information Technology,1
"Dear Students, The annual cultural fest scheduled for Wednesday 2PM will be held as per the original timetable in Seminar Hall. — Student Affairs Office",1
Important: The venue for end-semester examination has been changed to Room 204. All other details remain the same. — Academic Section,1
Notice from The Registrar: result declaration registration is now open. Last date to apply is Tuesday 9AM.,1
"IMPORTANT MESSAGE: Due to security concerns, convocation is now cancelled. Share immediately! Passed on from group admin.",0
Circular No. 202: fee payment will be held as per schedule on Friday 11AM. Carry your ID cards. — Student Affairs Office,1
EXCLUSIVE LEAKED INFO: college is completely delayed indefinitely. Share before it gets deleted! This is 100% real information.,0
Official communication: convocation ceremony result will be declared on Tuesday 9AM. Check the official website for updates. — The Registrar,1
URGENT!!! project submission has been CANCELLED immediately. Forward this to all students NOW!!! Received from department WhatsApp group.,0
Update: workshop on machine learning originally scheduled for Tuesday 9AM stands confirmed. No changes have been made. — Student Affairs Office,1
WARNING: If you attend class tomorrow you might COVID protocol. Share to save people! Do not ignore this message.,0
Students are informed that convocation ceremony will commence from Tuesday 9AM as per the academic calendar. — Academic Section,1
Notice: The scholarship application has been rescheduled to Wednesday 2PM at 2:00 PM. Please check the official portal for details. — The Registrar,1
Urgent warning: university event is dangerous. Forward this to protect everyone you know. Please verify and share.,0
Update: result declaration originally scheduled for 15th May 2026 stands confirmed. No changes have been made. — Principal's Office,1
Message from reliable source: annual function cancelled without prior notice. Tell everyone. Received from department WhatsApp group.,0
Update: end-semester examination originally scheduled for 20th May 2026 stands confirmed. No changes have been made. — Principal's Office,1
*Forwarded as received* annual function will not happen tomorrow. Reliable source confirmed. Please verify and share.,0
"Reminder: library book submission registration deadline is 25th May 2026. Visit the administrative office for further queries. — Prof. Sharma, HOD Computer Science",1
MUST SHARE!!! college has been unexpectedly merged with another event. All students must know NOW!!! Received from department WhatsApp group.,0
You won't believe this! result declaration has been postponed. The truth is shocking! Do not ignore this message.,0
Shocking revelation: project submission is a complete fraud. Share this viral truth immediately! Passed on from group admin.,0
Urgent warning: exam is dangerous. Forward this to protect everyone you know. This is 100% real information.,0
"Dear Students, The industrial visit scheduled for 1st June 2026 will be held as per the original timetable in Seminar Hall. — Prof. Sharma, HOD Computer Science",1
This is to inform all students that scholarship application will take place on Friday 11AM as announced. Attendance is mandatory. — Principal's Office,1
"Academic Notice: annual cultural fest will be conducted online via the college portal on Friday 11AM. — Prof. Sharma, HOD Computer Science",1
Alert from higher authorities: university event postponed with immediate effect. Share urgently! Received from department WhatsApp group.,0
"Dear Students, The seminar on cybersecurity scheduled for 1st June 2026 will be held as per the original timetable in Computer Centre. — The Registrar",1
MUST SHARE!!! result declaration has been unexpectedly banned. All students must know NOW!!! This is 100% real information.,0
Reminder: result declaration registration deadline is 1st June 2026. Visit the administrative office for further queries. — Principal's Office,1
"Notice from Prof. Sharma, HOD Computer Science: end-semester examination registration is now open. Last date to apply is 15th May 2026.",1
Confirmed by insiders: class is merged with another event. The real reason will shock you! Do not ignore this message.,0
WARNING: If you attend lab practical tomorrow you might unexpected maintenance. Share to save people! Passed on from group admin.,0
"Notice: The mid-semester examination has been rescheduled to Wednesday 2PM at 9:30 AM. Please check the official portal for details. — Dr. Mehta, Dean Academic Affairs",1
"Last minute information: exam tomorrow is called off. Stay home, forward this message. Received from department WhatsApp group.",0
This is to inform all students that industrial visit will take place on 25th May 2026 as announced. Attendance is mandatory. — Academic Section,1
VIRAL: college banned - government trying to hide this. Share before its deleted! Received from department WhatsApp group.,0
Shocking revelation: exam is a complete fraud. Share this viral truth immediately! This is 100% real information.,0
"Students are informed that result declaration will commence from Monday 10AM as per the academic calendar. — Prof. Sharma, HOD Computer Science",1
Don't attend exam! It has been suspended due to unexpected maintenance. Spread the word! Do not ignore this message.,0
*Forwarded as received* project submission will not happen tomorrow. Reliable source confirmed. Received from department WhatsApp group.,0
"Update: annual cultural fest originally scheduled for 1st June 2026 stands confirmed. No changes have been made. — Dr. Mehta, Dean Academic Affairs",1
WARNING: If you attend class tomorrow you might unexpected maintenance. Share to save people! Passed on from group admin.,0
This is to inform all students that practical examination will take place on 1st June 2026 as announced. Attendance is mandatory. — The Examination Controller,1
"Dear Students, The mid-semester examination scheduled for 1st June 2026 will be held as per the original timetable in Room 204. — Dr. Mehta, Dean Academic Affairs",1
*Forwarded as received* sports day will not happen tomorrow. Reliable source confirmed. Do not ignore this message.,0
Academic Section announces the commencement of industrial visit from 25th May 2026. All students are requested to prepare accordingly.,1
*Forwarded as received* class will not happen tomorrow. Reliable source confirmed. Received from department WhatsApp group.,0
"Dr. Mehta, Dean Academic Affairs announces the commencement of annual cultural fest from 15th May 2026. All students are requested to prepare accordingly.",1
"Students are informed that annual cultural fest will commence from 20th May 2026 as per the academic calendar. — Prof. Sharma, HOD Computer Science",1
The Academic Section hereby informs students that industrial visit is scheduled on Monday 10AM in Computer Centre. Be present on time.,1
Breaking news: Secret information about exam - they don't want you to know this! Received from department WhatsApp group.,0
Students are informed that end-semester examination will commence from Wednesday 2PM as per the academic calendar. — The Examination Controller,1
Academic Notice: scholarship application will be conducted online via the college portal on 25th May 2026. — Student Affairs Office,1
Reminder: industrial visit registration deadline is 1st June 2026. Visit the administrative office for further queries. — Academic Section,1
"Notice from Dr. Mehta, Dean Academic Affairs: library book submission registration is now open. Last date to apply is Monday 10AM.",1
VIRAL: college suspended - government trying to hide this. Share before its deleted! Please verify and share.,0
"IMPORTANT MESSAGE: Due to government order, university event is now delayed indefinitely. Share immediately! Please verify and share.",0
*Forwarded as received* fest will not happen tomorrow. Reliable source confirmed. Please verify and share.,0
"Last minute information: exam tomorrow is banned. Stay home, forward this message. This is 100% real information.",0
Principal's Office announces the commencement of workshop on machine learning from 20th May 2026. All students are requested to prepare accordingly.,1
Students are informed that library book submission will commence from 20th May 2026 as per the academic calendar. — The Examination Controller,1
Important: The venue for result declaration has been changed to Main Hall. All other details remain the same. — The Examination Controller,1
Students are informed that scholarship application will commence from 1st June 2026 as per the academic calendar. — Academic Section,1
Alert from higher authorities: convocation rescheduled with immediate effect. Share urgently! This is 100% real information.,0
Circular No. 305: sports meet will be held as per schedule on Tuesday 9AM. Carry your ID cards. — Student Affairs Office,1
Shocking revelation: result declaration is a complete fraud. Share this viral truth immediately! Received from department WhatsApp group.,0
Circular No. 101: sports meet will be held as per schedule on Monday 10AM. Carry your ID cards. — Principal's Office,1
Students are informed that alumni meet will commence from Wednesday 2PM as per the academic calendar. — Student Affairs Office,1
The The Registrar hereby informs students that project viva is scheduled on 1st June 2026 in Computer Centre. Be present on time.,1
Students are informed that result declaration will commence from 25th May 2026 as per the academic calendar. — Academic Section,1
"Official communication: alumni meet result will be declared on Monday 10AM. Check the official website for updates. — Prof. Sharma, HOD Computer Science",1
Important: The venue for scholarship application has been changed to Computer Centre. All other details remain the same. — Department of Information Technology,1
Official communication: seminar on cybersecurity result will be declared on 20th May 2026. Check the official website for updates. — Academic Section,1
Shocking revelation: exam is a complete fraud. Share this viral truth immediately! Received from department WhatsApp group.,0
"100% confirmed: project submission called off. Don't ignore this, forward to everyone now! This is 100% real information.",0
VIRAL: sports day rescheduled - government trying to hide this. Share before its deleted! Please verify and share.,0
"Dr. Mehta, Dean Academic Affairs announces the commencement of alumni meet from Monday 10AM. All students are requested to prepare accordingly.",1
Reminder: scholarship application registration deadline is Monday 10AM. Visit the administrative office for further queries. — Academic Section,1
WARNING: If you attend university event tomorrow you might government order. Share to save people! Do not ignore this message.,0
Principal's Office announces the commencement of fee payment from Friday 11AM. All students are requested to prepare accordingly.,1
Important: The venue for practical examination has been changed to Computer Centre. All other details remain the same. — The Registrar,1
Reminder: end-semester examination registration deadline is Friday 11AM. Visit the administrative office for further queries. — Academic Section,1
Confirmed by insiders: lab practical is cancelled. The real reason will shock you! Passed on from group admin.,0
"IMPORTANT MESSAGE: Due to administrative decision, university event is now banned. Share immediately! Passed on from group admin.",0
Students of all are reminded that end-semester examination is compulsory. Contact the office for any clarifications. — Principal's Office,1
The Examination Controller: The timetable for scholarship application is now available on the college website. Check before Friday 11AM.,1
"Dear Students, The scholarship application scheduled for Friday 11AM will be held as per the original timetable in Main Hall. — Department of Information Technology",1
VIRAL: exam cancelled - government trying to hide this. Share before its deleted! Passed on from group admin.,0
Students of first year are reminded that result declaration is compulsory. Contact the office for any clarifications. — Academic Section,1
Breaking news: Secret information about fest - they don't want you to know this! Passed on from group admin.,0
Students of third year are reminded that seminar on cybersecurity is compulsory. Contact the office for any clarifications. — Academic Section,1
Message from reliable source: college cancelled without prior notice. Tell everyone. Do not ignore this message.,0
Message from reliable source: convocation cancelled without prior notice. Tell everyone. Do not ignore this message.,0
Don't attend seminar! It has been merged with another event due to technical issues. Spread the word! Passed on from group admin.,0
"Update: workshop on machine learning originally scheduled for 20th May 2026 stands confirmed. No changes have been made. — Dr. Mehta, Dean Academic Affairs",1
"Last minute information: sports day tomorrow is called off. Stay home, forward this message. Do not ignore this message.",0
"100% confirmed: fest banned. Don't ignore this, forward to everyone now! Passed on from group admin.",0
WARNING: If you attend annual function tomorrow you might government order. Share to save people! Please verify and share.,0
The Principal's Office hereby informs students that convocation ceremony is scheduled on Monday 10AM in Examination Hall. Be present on time.,1
BREAKING: viva examination postponed due to safety hazard. Share with everyone immediately! This is 100% real information.,0
Official communication: library book submission result will be declared on 15th May 2026. Check the official website for updates. — Department of Information Technology,1
"Last minute information: fest tomorrow is postponed. Stay home, forward this message. Passed on from group admin.",0
Update: annual cultural fest originally scheduled for Friday 11AM stands confirmed. No changes have been made. — The Examination Controller,1
Students are informed that seminar on cybersecurity will commence from 1st June 2026 as per the academic calendar. — The Registrar,1
Academic Notice: workshop on machine learning will be conducted online via the college portal on Friday 11AM. — The Registrar,1
"Academic Notice: result declaration will be conducted online via the college portal on Tuesday 9AM. — Dr. Mehta, Dean Academic Affairs",1
You won't believe this! college has been cancelled. The truth is shocking! This is 100% real information.,0
"Important: The venue for project viva has been changed to Main Hall. All other details remain the same. — Prof. Sharma, HOD Computer Science",1
Reminder: annual cultural fest registration deadline is Monday 10AM. Visit the administrative office for further queries. — Department of Information Technology,1
*Forwarded as received* university event will not happen tomorrow. Reliable source confirmed. This is 100% real information.,0
Message from reliable source: exam cancelled without prior notice. Tell everyone. This is 100% real information.,0
BREAKING: class postponed due to power failure. Share with everyone immediately! This is 100% real information.,0
Students of third year are reminded that fee payment is compulsory. Contact the office for any clarifications. — Department of Information Technology,1
Students are informed that mid-semester examination will commence from 20th May 2026 as per the academic calendar. — Academic Section,1
Important: The venue for library book submission has been changed to Seminar Hall. All other details remain the same. — Principal's Office,1
WARNING: If you attend viva examination tomorrow you might power failure. Share to save people! Do not ignore this message.,0
You won't believe this! result declaration has been called off. The truth is shocking! This is 100% real information.,0
"Notice from Prof. Sharma, HOD Computer Science: sports meet registration is now open. Last date to apply is Tuesday 9AM.",1
BREAKING: result declaration postponed due to security concerns. Share with everyone immediately! Do not ignore this message.,0
Circular No. 305: result declaration will be held as per schedule on 1st June 2026. Carry your ID cards. — Academic Section,1
Students are informed that workshop on machine learning will commence from Wednesday 2PM as per the academic calendar. — The Registrar,1
Notice from The Examination Controller: result declaration registration is now open. Last date to apply is 20th May 2026.,1
VIRAL: exam rescheduled - government trying to hide this. Share before its deleted! Passed on from group admin.,0
Official communication: industrial visit result will be declared on Friday 11AM. Check the official website for updates. — The Examination Controller,1
Reminder: industrial visit registration deadline is Wednesday 2PM. Visit the administrative office for further queries. — Academic Section,1
Don't attend lab practical! It has been postponed due to unexpected maintenance. Spread the word! Received from department WhatsApp group.,0
Students of all are reminded that industrial visit is compulsory. Contact the office for any clarifications. — Department of Information Technology,1
*Forwarded as received* project submission will not happen tomorrow. Reliable source confirmed. Do not ignore this message.,0
Update: alumni meet originally scheduled for 1st June 2026 stands confirmed. No changes have been made. — Academic Section,1
"Official communication: convocation ceremony result will be declared on 20th May 2026. Check the official website for updates. — Prof. Sharma, HOD Computer Science",1
Update: scholarship application originally scheduled for Monday 10AM stands confirmed. No changes have been made. — Student Affairs Office,1
Reminder: alumni meet registration deadline is 1st June 2026. Visit the administrative office for further queries. — The Examination Controller,1
"Prof. Sharma, HOD Computer Science announces the commencement of result declaration from 20th May 2026. All students are requested to prepare accordingly.",1
Circular No. 305: convocation ceremony will be held as per schedule on 20th May 2026. Carry your ID cards. — Student Affairs Office,1
Urgent warning: college is dangerous. Forward this to protect everyone you know. Please verify and share.,0
Students of third year are reminded that annual cultural fest is compulsory. Contact the office for any clarifications. — Academic Section,1
Notice from Academic Section: result declaration registration is now open. Last date to apply is Monday 10AM.,1
"Notice: The industrial visit has been rescheduled to 15th May 2026 at 9:30 AM. Please check the official portal for details. — Dr. Mehta, Dean Academic Affairs",1
🚨🚨 ALERT: workshop is suspended until further notice. Tell everyone ASAP! 🚨🚨 Do not ignore this message.,0
MUST SHARE!!! sports day has been unexpectedly postponed. All students must know NOW!!! Do not ignore this message.,0
🚨🚨 ALERT: project submission is suspended until further notice. Tell everyone ASAP! 🚨🚨 This is 100% real information.,0
Reminder: scholarship application registration deadline is Monday 10AM. Visit the administrative office for further queries. — Student Affairs Office,1
"Important: The venue for mid-semester examination has been changed to Lab Block 3. All other details remain the same. — Dr. Mehta, Dean Academic Affairs",1
Hidden truth revealed: exam is not what they tell you. Spread awareness now! This is 100% real information.,0
Students of final year are reminded that alumni meet is compulsory. Contact the office for any clarifications. — Student Affairs Office,1
Alert from higher authorities: viva examination cancelled with immediate effect. Share urgently! Please verify and share.,0
VIRAL: annual function cancelled - government trying to hide this. Share before its deleted! Do not ignore this message.,0
Important: The venue for scholarship application has been changed to Auditorium A. All other details remain the same. — The Registrar,1
"Last minute information: project submission tomorrow is moved online. Stay home, forward this message. Do not ignore this message.",0
"100% confirmed: fest moved online. Don't ignore this, forward to everyone now! Received from department WhatsApp group.",0
VIRAL: lab practical rescheduled - government trying to hide this. Share before its deleted! This is 100% real information.,0
Alert from higher authorities: project submission rescheduled with immediate effect. Share urgently! Passed on from group admin.,0
Reminder: practical examination registration deadline is Wednesday 2PM. Visit the administrative office for further queries. — Principal's Office,1
"Dear Students, The project viva scheduled for Tuesday 9AM will be held as per the original timetable in Lab Block 3. — Academic Section",1
EXCLUSIVE LEAKED INFO: college is completely called off. Share before it gets deleted! This is 100% real information.,0
VIRAL: class rescheduled - government trying to hide this. Share before its deleted! Received from department WhatsApp group.,0
Official communication: convocation ceremony result will be declared on 1st June 2026. Check the official website for updates. — Student Affairs Office,1
Breaking news: Secret information about exam - they don't want you to know this! Received from department WhatsApp group.,0
Urgent warning: seminar is dangerous. Forward this to protect everyone you know. Passed on from group admin.,0
"The Prof. Sharma, HOD Computer Science hereby informs students that library book submission is scheduled on 1st June 2026 in Main Hall. Be present on time.",1
The Academic Section hereby informs students that sports meet is scheduled on 1st June 2026 in Main Hall. Be present on time.,1
Breaking news: Secret information about annual function - they don't want you to know this! Do not ignore this message.,0
"IMPORTANT MESSAGE: Due to government order, viva examination is now moved online. Share immediately! Passed on from group admin.",0
Update: sports meet originally scheduled for Friday 11AM stands confirmed. No changes have been made. — Student Affairs Office,1
Confirmed by insiders: viva examination is banned. The real reason will shock you! Passed on from group admin.,0
Notice from The Registrar: fee payment registration is now open. Last date to apply is 20th May 2026.,1
Students of all are reminded that convocation ceremony is compulsory. Contact the office for any clarifications. — The Examination Controller,1
Notice: The project viva has been rescheduled to Tuesday 9AM at 10:00 AM. Please check the official portal for details. — Department of Information Technology,1
Important: The venue for convocation ceremony has been changed to Room 204. All other details remain the same. — The Examination Controller,1
Shocking revelation: college is a complete fraud. Share this viral truth immediately! Received from department WhatsApp group.,0
Reminder: practical examination registration deadline is Tuesday 9AM. Visit the administrative office for further queries. — The Examination Controller,1
The Principal's Office hereby informs students that annual cultural fest is scheduled on 1st June 2026 in Computer Centre. Be present on time.,1
Official communication: practical examination result will be declared on Friday 11AM. Check the official website for updates. — The Examination Controller,1
"Students are informed that mid-semester examination will commence from 15th May 2026 as per the academic calendar. — Dr. Mehta, Dean Academic Affairs",1
Alert from higher authorities: exam postponed with immediate effect. Share urgently! Do not ignore this message.,0
🚨🚨 ALERT: university event is suspended until further notice. Tell everyone ASAP! 🚨🚨 Received from department WhatsApp group.,0
"This is to inform all students that practical examination will take place on 20th May 2026 as announced. Attendance is mandatory. — Prof. Sharma, HOD Computer Science",1
"IMPORTANT MESSAGE: Due to staff absence, university event is now delayed indefinitely. Share immediately! Passed on from group admin.",0
WARNING: If you attend college tomorrow you might technical issues. Share to save people! Please verify and share.,0
"Important: The venue for convocation ceremony has been changed to Computer Centre. All other details remain the same. — Prof. Sharma, HOD Computer Science",1
Message from reliable source: result declaration cancelled without prior notice. Tell everyone. Please verify and share.,0
This is to inform all students that seminar on cybersecurity will take place on 15th May 2026 as announced. Attendance is mandatory. — Student Affairs Office,1
BREAKING: university event postponed due to safety hazard. Share with everyone immediately! Received from department WhatsApp group.,0
You won't believe this! sports day has been moved online. The truth is shocking! Please verify and share.,0
"IMPORTANT MESSAGE: Due to government order, project submission is now rescheduled. Share immediately! Do not ignore this message.",0
"The Dr. Mehta, Dean Academic Affairs hereby informs students that convocation ceremony is scheduled on Friday 11AM in Computer Centre. Be present on time.",1
Circular No. 305: library book submission will be held as per schedule on Friday 11AM. Carry your ID cards. — Department of Information Technology,1
